ECU_ID,Manufacturing_Line_ID,Process_Stage,Temperature,Pressure,Speed,Alignment_Tolerance,Voltage,Current,Defect_Rate_in_Batch,Material_Quality_Indicator,Assembly_Errors,Quality_Check_Results,Production_Time,Rework_Count,Factory_Temperature,Humidity_Levels,Operator_ID,Historical_Failure_Rate,Anomaly_Score,Manufacturing_Error
ECU_7143,Line_B,Soldering,193.61,1.37,38.25,0.066,4.86,0.68,4.41,Medium,3,Fail,14.2,1,22.83,38.63,Operator_11,4.77,0.73,1
ECU_7144,Line_B,Soldering,166.76,1.25,83.92,0.021,4.61,0.98,3.77,Medium,4,Fail,15.06,3,33.53,47.74,Operator_11,6.75,0.18,0
ECU_7145,Line_A,Assembly,251.54,0.89,68.99,0.069,3.99,0.39,0.96,Medium,2,Fail,5.08,2,22.47,64.26,Operator_3,9.85,0.83,0
ECU_7146,Line_B,Soldering,188.23,1.02,64.72,0.076,3.8,1.02,1.01,Low,4,Fail,9.72,0,23.75,53.77,Operator_5,6.66,0.27,0
ECU_7147,Line_B,Assembly,162.71,1.32,100.0,0.087,4.33,0.19,1.19,Medium,3,Fail,9.67,1,26.07,67.62,Operator_11,3.8,0.64,0
ECU_7148,Line_A,Soldering,245.34,1.43,92.18,0.045,3.8,0.97,3.86,High,0,Fail,6.81,3,22.2,63.55,Operator_8,1.98,0.12,1
ECU_7149,Line_A,Packaging,179.64,1.27,20.95,0.025,4.75,1.12,4.06,Medium,5,Fail,7.43,1,21.86,46.97,Operator_5,8.63,0.82,1
ECU_7150,Line_C,Assembly,174.1,1.17,92.18,0.018,4.75,0.65,4.94,Low,3,Fail,6.42,3,28.33,33.48,Operator_19,8.46,0.06,0
ECU_7151,Line_C,Testing,259.49,1.39,36.54,0.069,4.51,0.59,4.94,Low,3,Pass,15.19,3,34.13,43.34,Operator_8,6.99,0.27,0
ECU_7152,Line_A,Soldering,272.18,1.26,81.88,0.061,4.24,0.78,3.59,High,4,Pass,15.39,2,28.77,40.87,Operator_9,1.44,0.39,1
ECU_7153,Line_C,Assembly,261.24,0.93,34.68,0.016,3.75,0.94,0.9,Medium,0,Fail,12.23,2,24.88,39.45,Operator_20,2.48,0.6,1
ECU_7154,Line_B,Soldering,233.26,1.27,87.82,0.037,4.82,0.24,4.64,High,2,Fail,10.91,2,20.74,52.03,Operator_15,8.6,0.15,1
ECU_7155,Line_B,Assembly,158.92,0.84,89.24,0.026,4.46,0.84,0.98,Medium,0,Fail,19.07,1,26.3,58.04,Operator_1,0.23,0.06,1
ECU_7156,Line_C,Assembly,178.41,0.84,53.98,0.014,3.21,0.93,0.54,High,5,Pass,10.31,1,34.89,63.09,Operator_9,9.17,0.65,1
ECU_7157,Line_C,Packaging,193.97,1.38,55.22,0.027,3.24,0.67,4.33,Medium,2,Fail,14.7,2,22.13,53.89,Operator_10,5.99,0.51,0
ECU_7158,Line_B,Assembly,193.33,1.4,68.73,0.052,3.94,0.68,4.59,Low,5,Fail,14.35,3,32.24,61.05,Operator_3,4.06,0.31,1
ECU_7159,Line_B,Packaging,293.72,1.31,59.47,0.039,3.77,0.72,2.13,Low,0,Fail,14.28,3,30.13,57.85,Operator_12,3.92,0.7,0
ECU_7160,Line_C,Assembly,284.71,1.03,88.2,0.052,4.13,0.36,3.67,High,2,Fail,19.19,2,33.35,34.51,Operator_4,5.38,0.5,0
ECU_7161,Line_A,Packaging,251.93,1.25,58.6,0.056,3.3,0.47,0.19,Low,2,Pass,5.5,3,25.49,66.71,Operator_16,4.26,0.23,1
ECU_7162,Line_B,Assembly,157.65,1.47,44.16,0.059,4.2,0.78,1.9,Low,4,Fail,8.0,3,23.01,47.01,Operator_3,3.17,0.76,0
ECU_7163,Line_B,Packaging,174.65,0.88,81.24,0.075,3.8,0.82,2.14,Medium,0,Pass,16.39,2,34.26,52.66,Operator_1,7.92,0.21,1
ECU_7164,Line_B,Assembly,243.55,1.33,34.7,0.052,3.52,1.16,0.34,Low,5,Fail,9.73,2,21.11,58.99,Operator_16,5.17,0.69,0
ECU_7165,Line_A,Testing,282.58,0.93,70.04,0.061,3.57,0.16,1.55,High,3,Fail,14.29,3,34.34,51.35,Operator_1,5.0,0.17,0
ECU_7166,Line_A,Assembly,220.89,1.24,24.57,0.096,4.29,0.18,3.63,Medium,2,Pass,11.97,0,29.51,32.1,Operator_4,0.38,0.81,1
ECU_7167,Line_A,Packaging,280.83,0.89,22.34,0.047,4.24,0.59,4.83,Low,0,Pass,14.43,2,20.15,35.27,Operator_20,9.18,0.36,0
ECU_7168,Line_C,Testing,154.71,0.96,47.72,0.041,3.68,0.46,2.43,Medium,1,Fail,19.13,3,21.92,36.86,Operator_10,2.56,0.91,1
ECU_7169,Line_B,Testing,171.84,1.41,56.17,0.042,3.51,0.61,1.99,High,5,Pass,19.64,3,22.3,53.71,Operator_12,4.12,0.57,0
ECU_7170,Line_A,Testing,248.26,1.41,77.73,0.01,3.04,1.31,4.63,High,1,Fail,9.6,2,22.44,42.25,Operator_9,8.81,0.42,1
ECU_7171,Line_A,Testing,213.51,0.89,22.32,0.083,4.83,0.58,2.43,Medium,2,Fail,19.46,3,21.13,57.12,Operator_14,4.19,0.66,1
ECU_7172,Line_B,Soldering,168.24,1.46,39.59,0.046,3.4,1.33,2.05,Low,1,Pass,13.99,0,26.52,56.83,Operator_16,0.31,0.32,1
ECU_7173,Line_B,Assembly,190.56,0.93,68.95,0.045,4.35,1.34,4.4,High,2,Fail,19.17,2,30.98,33.62,Operator_6,2.28,0.77,0
ECU_7174,Line_A,Testing,257.71,1.37,79.28,0.034,4.53,1.1,3.39,Medium,0,Pass,10.74,1,30.26,36.85,Operator_20,6.24,0.34,1
ECU_7175,Line_A,Assembly,178.96,0.97,41.43,0.051,3.46,0.25,3.66,High,2,Pass,12.78,1,23.93,52.1,Operator_6,2.24,0.49,0
ECU_7176,Line_C,Assembly,265.74,1.09,96.67,0.05,3.1,0.63,0.1,High,4,Fail,7.25,2,30.63,45.34,Operator_11,6.74,0.34,1
ECU_7177,Line_A,Soldering,263.01,0.86,53.14,0.026,4.85,0.87,3.74,Medium,2,Pass,6.56,0,24.27,50.27,Operator_19,2.39,0.23,0
ECU_7178,Line_A,Testing,201.82,1.4,74.63,0.037,4.87,1.14,0.8,High,4,Pass,9.47,2,20.55,39.85,Operator_4,6.84,0.75,0
ECU_7179,Line_C,Packaging,277.78,0.89,95.05,0.033,4.99,0.85,4.66,Low,4,Pass,6.17,0,33.08,36.42,Operator_11,2.64,0.67,0
ECU_7180,Line_C,Packaging,245.73,1.04,23.67,0.066,4.47,0.17,0.01,High,5,Pass,9.13,3,21.43,64.99,Operator_1,1.63,0.86,0
ECU_7181,Line_C,Assembly,226.66,1.17,45.01,0.031,3.26,0.24,0.37,High,2,Pass,9.9,1,25.16,57.61,Operator_13,6.34,0.84,0
ECU_7182,Line_A,Packaging,176.09,1.33,62.49,0.024,4.75,1.04,0.99,High,0,Pass,19.41,1,31.44,58.67,Operator_6,9.76,0.7,0
ECU_7183,Line_A,Assembly,165.77,1.13,25.67,0.051,4.2,0.97,2.97,Low,1,Fail,8.12,1,26.21,51.96,Operator_18,6.22,0.3,1
ECU_7184,Line_B,Testing,231.48,1.36,66.68,0.076,4.83,1.31,0.35,High,3,Fail,12.71,1,25.74,39.02,Operator_3,2.42,0.23,1
ECU_7185,Line_B,Packaging,227.02,0.98,61.77,0.058,4.18,0.75,3.04,High,4,Fail,13.03,2,32.16,39.78,Operator_16,5.93,0.75,1
ECU_7186,Line_B,Packaging,246.93,1.14,43.73,0.079,3.88,1.36,3.93,High,0,Fail,15.67,2,24.05,40.27,Operator_2,0.1,0.07,0
ECU_7187,Line_A,Soldering,297.03,1.26,81.37,0.046,3.93,0.89,4.76,Low,1,Pass,15.38,1,27.61,46.13,Operator_9,5.04,0.2,0
ECU_7188,Line_C,Assembly,200.09,0.89,92.36,0.027,3.08,0.19,0.63,Low,1,Pass,18.55,3,32.83,33.87,Operator_8,3.99,0.35,0
ECU_7189,Line_B,Packaging,203.43,1.25,69.39,0.079,4.65,0.48,4.35,Medium,0,Pass,10.69,0,24.83,35.66,Operator_5,3.95,0.28,0
ECU_7190,Line_A,Assembly,292.11,1.05,29.37,0.086,4.41,0.81,1.62,Medium,1,Fail,14.38,1,21.89,46.1,Operator_11,9.55,0.65,1
ECU_7191,Line_C,Soldering,174.03,1.49,51.4,0.05,4.22,0.18,0.63,Low,1,Fail,14.56,0,28.4,40.53,Operator_16,8.72,0.19,1
ECU_7192,Line_C,Soldering,221.78,1.04,29.41,0.013,3.64,0.69,4.39,High,2,Fail,7.84,3,27.98,51.99,Operator_18,4.07,0.3,1
ECU_7193,Line_A,Assembly,179.84,1.11,42.41,0.07,4.63,0.16,2.71,Medium,4,Fail,7.79,1,21.97,66.74,Operator_10,7.8,0.09,1
ECU_7194,Line_C,Testing,175.71,1.37,91.11,0.062,3.16,0.15,4.93,Low,5,Fail,19.34,0,24.09,34.36,Operator_7,6.02,0.63,1
ECU_7195,Line_C,Soldering,282.53,1.18,89.15,0.07,3.88,0.7,1.66,Medium,0,Fail,12.32,3,24.55,67.98,Operator_16,4.7,0.63,0
ECU_7196,Line_C,Packaging,159.55,1.4,60.76,0.093,4.46,0.61,0.14,Low,4,Fail,13.63,3,30.51,49.76,Operator_14,3.87,0.67,1
ECU_7197,Line_A,Assembly,224.2,1.25,39.92,0.042,4.16,1.28,1.16,High,0,Fail,18.99,0,20.09,67.71,Operator_7,5.62,0.71,0
ECU_7198,Line_C,Packaging,216.19,1.29,76.73,0.016,3.97,0.88,2.42,High,2,Pass,12.65,2,26.12,51.64,Operator_20,3.92,0.91,1
ECU_7199,Line_A,Assembly,267.94,1.36,89.95,0.038,4.55,0.56,1.43,Medium,5,Pass,9.12,0,28.89,46.51,Operator_14,5.24,0.52,0
ECU_7200,Line_A,Packaging,178.45,0.81,86.44,0.045,4.97,1.4,1.6,High,5,Fail,10.08,2,25.56,38.77,Operator_9,1.64,0.78,0
ECU_7201,Line_B,Assembly,214.59,1.17,78.18,0.088,4.92,1.38,2.19,Low,4,Pass,10.24,3,23.68,67.14,Operator_1,7.24,0.59,1
ECU_7202,Line_B,Soldering,187.54,1.42,35.77,0.021,3.74,0.24,4.37,Medium,4,Pass,10.64,3,33.19,54.79,Operator_6,3.63,0.22,0
ECU_7203,Line_C,Packaging,293.38,0.84,77.56,0.05,4.76,1.21,4.14,Low,5,Pass,15.34,3,23.6,46.92,Operator_12,6.68,0.05,1
ECU_7204,Line_A,Soldering,193.69,0.94,70.64,0.036,4.83,1.07,3.51,Low,4,Pass,9.65,0,23.3,66.37,Operator_3,4.08,0.44,1
ECU_7205,Line_B,Packaging,280.21,1.17,66.6,0.099,4.63,0.5,4.27,High,1,Fail,17.14,2,28.94,43.57,Operator_17,5.11,0.37,0
ECU_7206,Line_C,Soldering,260.51,1.04,67.1,0.083,3.86,0.24,1.1,Low,1,Pass,8.2,3,34.84,69.03,Operator_18,1.1,0.67,1
ECU_7207,Line_C,Soldering,166.27,0.8,21.69,0.017,3.79,0.78,3.23,Low,5,Fail,17.79,0,27.66,64.82,Operator_11,2.74,0.6,1
ECU_7208,Line_C,Soldering,220.3,0.99,72.49,0.07,3.38,1.19,1.07,High,5,Fail,6.22,2,22.21,60.73,Operator_20,5.8,0.33,1
ECU_7209,Line_A,Assembly,295.7,0.85,28.41,0.024,3.82,0.98,3.37,High,4,Fail,8.51,2,27.95,39.54,Operator_4,4.74,0.31,0
ECU_7210,Line_A,Soldering,252.17,1.44,86.09,0.048,3.4,0.49,3.37,Medium,2,Fail,16.09,0,21.02,68.16,Operator_13,9.22,0.69,0
ECU_7211,Line_A,Soldering,248.53,1.39,89.0,0.07,3.21,1.21,2.08,High,2,Fail,16.68,2,28.58,54.87,Operator_7,5.15,0.23,1
ECU_7212,Line_C,Soldering,190.49,1.21,23.94,0.082,4.81,1.49,4.25,Low,2,Pass,12.74,3,26.63,41.11,Operator_20,9.21,0.58,0
ECU_7213,Line_A,Packaging,170.29,1.49,58.98,0.064,3.57,0.14,1.09,High,1,Fail,10.14,3,27.59,35.18,Operator_8,2.36,0.82,1
ECU_7214,Line_C,Testing,274.77,1.02,53.35,0.07,4.83,0.9,3.37,High,1,Pass,11.41,0,24.9,59.63,Operator_16,9.23,0.64,1
ECU_7215,Line_A,Testing,186.84,1.08,52.79,0.077,4.06,1.09,1.13,Medium,0,Pass,10.91,0,23.53,50.94,Operator_8,9.0,0.31,1
ECU_7216,Line_A,Assembly,279.71,1.38,77.24,0.068,3.49,1.44,4.01,Medium,3,Pass,14.88,1,33.94,35.69,Operator_17,9.36,0.63,0
ECU_7217,Line_B,Soldering,177.92,1.46,97.44,0.083,3.15,0.43,4.07,Low,1,Pass,18.69,3,20.84,37.55,Operator_10,9.36,0.16,1
ECU_7218,Line_C,Assembly,151.92,0.89,61.23,0.096,3.01,0.62,1.5,Low,0,Fail,15.08,3,27.61,69.0,Operator_20,0.13,0.17,1
ECU_7219,Line_B,Testing,214.67,0.86,90.53,0.066,4.7,1.08,2.71,High,0,Fail,5.04,2,22.89,57.5,Operator_10,4.62,0.67,0
ECU_7220,Line_C,Assembly,225.84,1.45,57.97,0.065,4.59,0.72,0.35,Low,2,Fail,18.7,0,24.9,32.24,Operator_17,2.8,0.02,1
ECU_7221,Line_A,Assembly,162.5,1.36,56.16,0.099,4.28,0.91,2.37,Medium,1,Pass,5.12,0,28.98,36.5,Operator_18,6.07,0.54,1
ECU_7222,Line_C,Assembly,273.38,1.27,70.7,0.075,4.23,1.08,0.47,High,0,Pass,8.8,0,33.4,63.52,Operator_18,2.37,0.13,1
ECU_7223,Line_B,Testing,174.07,1.14,93.54,0.097,3.71,0.22,1.35,Medium,0,Pass,6.93,0,25.13,30.48,Operator_8,7.63,0.83,0
ECU_7224,Line_A,Soldering,289.17,0.82,82.18,0.052,4.48,1.17,4.33,Low,3,Pass,8.89,3,25.16,65.42,Operator_19,0.7,0.51,1
ECU_7225,Line_A,Assembly,284.51,1.32,86.57,0.056,3.89,1.12,0.22,Low,4,Pass,18.16,1,24.09,63.04,Operator_3,2.7,0.13,0
ECU_7226,Line_C,Packaging,182.11,1.03,32.18,0.098,4.49,1.42,3.22,Medium,0,Pass,10.77,2,26.86,56.93,Operator_16,9.86,0.52,1
ECU_7227,Line_B,Packaging,166.15,0.88,97.89,0.097,3.32,0.24,3.59,Medium,1,Pass,11.57,2,34.6,64.54,Operator_10,8.04,0.53,0
ECU_7228,Line_A,Packaging,247.8,1.23,25.88,0.035,4.15,0.41,2.7,High,4,Fail,5.53,1,27.13,65.33,Operator_8,8.36,0.51,1
ECU_7229,Line_A,Packaging,217.55,1.26,49.68,0.015,4.1,1.35,4.38,Low,5,Pass,14.13,2,20.82,54.63,Operator_5,0.15,0.03,1
ECU_7230,Line_C,Testing,251.9,1.14,95.39,0.084,4.54,0.45,1.9,Low,2,Pass,13.48,0,29.23,68.33,Operator_3,9.15,0.46,1
ECU_7231,Line_B,Packaging,182.5,1.01,88.71,0.092,3.12,0.27,4.59,Medium,0,Pass,12.27,2,30.32,39.0,Operator_2,2.79,0.48,0
ECU_7232,Line_A,Packaging,229.29,1.45,83.52,0.088,4.41,1.27,4.5,High,5,Pass,9.48,0,29.86,43.92,Operator_16,3.32,0.61,1
ECU_7233,Line_C,Soldering,280.29,1.02,38.53,0.045,3.46,1.35,4.83,Low,1,Fail,16.42,2,34.51,46.52,Operator_17,3.91,0.66,0
ECU_7234,Line_A,Testing,187.56,1.0,67.77,0.043,4.94,0.52,0.7,Low,0,Fail,9.85,2,34.4,55.12,Operator_18,0.31,0.56,0
ECU_7235,Line_C,Assembly,293.42,1.24,81.22,0.054,3.52,1.0,0.38,High,1,Fail,10.03,3,30.76,53.57,Operator_18,8.31,0.22,1
ECU_7236,Line_C,Testing,229.72,0.97,85.93,0.058,4.76,0.17,1.66,High,5,Pass,16.41,2,23.59,44.59,Operator_12,0.81,0.54,1
ECU_7237,Line_A,Soldering,209.31,0.99,66.63,0.098,4.47,0.88,2.01,Low,3,Fail,5.33,3,34.17,32.78,Operator_10,0.84,0.19,0
ECU_7238,Line_B,Assembly,166.03,1.09,25.23,0.092,3.44,0.28,0.29,Low,2,Fail,8.17,2,27.63,34.11,Operator_13,9.81,0.16,0
ECU_7239,Line_B,Packaging,161.52,1.2,94.88,0.035,3.38,0.26,4.72,Low,4,Pass,13.48,0,23.95,55.62,Operator_7,4.51,0.17,0
ECU_7240,Line_B,Packaging,186.47,0.87,49.77,0.079,3.41,0.63,4.84,Medium,3,Pass,6.57,0,21.91,61.66,Operator_2,8.62,0.42,0
ECU_7241,Line_A,Testing,217.7,0.95,42.16,0.021,4.65,1.17,3.47,Low,5,Fail,15.59,2,31.94,52.42,Operator_13,7.17,0.39,0
ECU_7242,Line_A,Soldering,234.27,1.08,78.46,0.07,4.6,0.74,3.28,Low,1,Fail,12.32,2,29.81,56.55,Operator_6,9.15,0.43,0
ECU_7243,Line_B,Packaging,163.25,1.25,83.68,0.054,3.19,0.8,0.43,High,1,Fail,14.26,0,28.54,43.05,Operator_4,9.36,0.68,0
ECU_7244,Line_A,Testing,202.94,1.43,54.84,0.06,3.87,1.43,4.21,High,5,Pass,13.8,0,34.66,68.28,Operator_4,5.89,0.0,0
ECU_7245,Line_C,Assembly,279.72,1.03,64.58,0.039,3.87,0.69,3.63,Low,2,Pass,7.1,0,32.37,37.16,Operator_8,9.04,0.81,0
ECU_7246,Line_C,Assembly,184.35,0.86,32.42,0.027,3.9,0.59,2.0,High,2,Pass,16.91,2,32.16,37.38,Operator_12,4.73,0.59,0
ECU_7247,Line_A,Soldering,287.84,1.02,99.18,0.063,4.52,0.72,2.59,Low,2,Pass,8.42,2,29.35,31.16,Operator_14,3.61,0.22,0
ECU_7248,Line_B,Testing,219.19,1.35,28.81,0.033,4.28,0.23,1.48,High,3,Pass,18.58,2,31.02,36.28,Operator_5,9.96,0.74,0
ECU_7249,Line_C,Testing,184.19,0.96,66.63,0.039,4.93,0.67,3.67,Medium,5,Fail,18.81,3,25.06,44.4,Operator_9,5.88,0.24,1
ECU_7250,Line_C,Testing,164.92,1.01,96.53,0.059,3.95,0.88,1.74,Low,0,Pass,13.07,3,20.48,44.32,Operator_9,7.05,0.98,0
ECU_7251,Line_B,Assembly,252.04,1.46,85.26,0.034,3.04,0.41,1.48,Low,4,Fail,19.8,0,26.6,69.52,Operator_16,3.94,0.95,1
ECU_7252,Line_C,Testing,209.32,0.83,96.6,0.031,4.23,1.15,2.01,Medium,5,Pass,18.75,1,25.36,40.52,Operator_12,3.26,0.46,0
ECU_7253,Line_B,Soldering,155.33,1.21,88.08,0.036,3.05,1.07,0.1,Medium,5,Fail,14.51,2,26.65,42.15,Operator_20,9.06,0.9,0
ECU_7254,Line_B,Packaging,154.86,1.44,35.96,0.028,4.93,1.02,4.85,High,4,Fail,10.12,1,31.94,58.44,Operator_2,4.7,0.66,1
ECU_7255,Line_B,Assembly,167.86,1.43,51.64,0.09,3.92,0.16,2.95,High,0,Pass,14.99,2,32.91,53.77,Operator_15,7.22,0.21,1
ECU_7256,Line_C,Assembly,187.17,1.47,66.32,0.095,4.41,0.96,0.21,Low,2,Pass,12.93,2,22.19,34.39,Operator_1,3.8,0.44,1
ECU_7257,Line_A,Assembly,198.07,1.26,54.24,0.011,3.22,0.66,0.04,Low,3,Pass,18.93,3,22.77,50.82,Operator_3,9.37,0.76,1
ECU_7258,Line_B,Testing,215.45,1.08,48.88,0.035,4.21,0.52,3.51,Medium,3,Pass,5.23,0,29.63,48.24,Operator_5,9.29,0.56,1
ECU_7259,Line_A,Soldering,226.34,1.22,39.42,0.043,4.37,0.25,4.37,Medium,0,Fail,17.03,3,27.4,41.69,Operator_14,1.51,0.01,1
ECU_7260,Line_C,Packaging,226.95,1.12,76.41,0.042,4.65,1.06,4.75,Low,1,Fail,5.51,0,31.18,61.38,Operator_15,7.52,0.42,1
ECU_7261,Line_A,Testing,194.29,1.11,74.7,0.098,4.68,0.15,2.84,Low,4,Pass,8.73,2,34.74,62.9,Operator_11,2.17,0.25,0
ECU_7262,Line_A,Assembly,227.67,1.15,58.83,0.089,3.09,1.12,0.14,Low,2,Pass,7.9,2,30.01,61.5,Operator_4,0.75,0.67,1
ECU_7263,Line_A,Packaging,282.51,1.24,90.15,0.036,4.05,0.86,0.13,High,3,Pass,15.62,1,30.13,47.44,Operator_12,2.66,0.35,0
ECU_7264,Line_B,Soldering,275.85,0.94,42.24,0.057,4.69,1.14,0.32,Low,5,Pass,13.08,1,29.18,30.9,Operator_1,1.69,0.71,1
ECU_7265,Line_C,Soldering,253.02,1.1,33.95,0.078,4.66,0.46,3.45,High,2,Pass,6.64,0,26.66,48.28,Operator_16,4.56,0.58,0
ECU_7266,Line_C,Soldering,264.85,1.35,95.74,0.069,4.54,0.75,0.93,Low,3,Pass,9.02,0,28.17,30.75,Operator_4,9.33,0.8,0
ECU_7267,Line_A,Assembly,279.23,1.1,97.48,0.069,3.48,0.82,3.79,Medium,2,Fail,16.61,1,33.22,56.07,Operator_14,1.76,0.9,1
ECU_7268,Line_C,Assembly,247.56,1.18,95.27,0.058,3.68,0.99,0.53,Medium,4,Fail,13.74,3,23.7,57.35,Operator_5,5.49,0.44,0
ECU_7269,Line_B,Assembly,274.55,0.89,72.52,0.087,3.49,1.29,4.87,Medium,0,Pass,6.41,0,20.69,45.13,Operator_9,1.57,0.93,1
ECU_7270,Line_A,Testing,295.9,1.45,65.23,0.019,4.15,0.86,2.31,Medium,2,Pass,14.13,0,23.34,32.57,Operator_3,7.46,0.15,0
ECU_7271,Line_A,Soldering,222.41,0.94,52.44,0.087,4.63,0.63,2.48,Medium,3,Pass,15.08,3,22.21,30.27,Operator_11,4.75,0.23,1
ECU_7272,Line_C,Assembly,212.12,0.91,65.85,0.04,3.91,1.44,3.38,Medium,0,Pass,5.55,2,25.46,57.68,Operator_1,0.52,0.47,1
ECU_7273,Line_C,Soldering,296.7,0.81,91.33,0.049,4.77,0.1,3.12,Medium,3,Fail,8.51,0,26.23,51.98,Operator_7,7.53,0.11,1
ECU_7274,Line_A,Assembly,268.7,0.81,95.1,0.01,3.62,0.53,2.98,Low,4,Pass,12.68,1,26.02,53.35,Operator_9,7.1,0.5,0
ECU_7275,Line_B,Packaging,219.17,1.2,29.18,0.047,4.47,1.38,0.21,High,1,Fail,8.73,3,30.63,53.58,Operator_15,5.84,0.29,1
ECU_7276,Line_C,Soldering,165.96,1.37,87.01,0.067,4.25,1.5,3.49,Medium,1,Fail,12.09,1,34.3,44.68,Operator_9,9.97,0.32,1
ECU_7277,Line_C,Packaging,225.97,0.96,24.62,0.02,4.79,1.04,3.46,Low,4,Fail,13.83,0,34.18,33.29,Operator_17,3.94,0.78,0
ECU_7278,Line_A,Packaging,279.31,0.84,49.55,0.079,3.57,0.36,4.02,High,1,Pass,11.06,2,21.08,34.21,Operator_15,1.08,0.54,0
ECU_7279,Line_A,Testing,237.68,1.14,69.59,0.086,4.26,1.27,3.21,Low,4,Pass,13.3,2,26.04,41.89,Operator_7,3.66,0.65,1
ECU_7280,Line_B,Assembly,227.91,0.9,50.77,0.013,4.2,0.12,3.02,Low,3,Fail,13.04,3,22.31,30.13,Operator_13,3.41,0.01,1
ECU_7281,Line_C,Packaging,158.27,1.37,95.19,0.018,4.82,0.32,4.46,Medium,0,Fail,17.59,2,28.47,48.1,Operator_5,7.95,0.49,1
ECU_7282,Line_C,Soldering,232.78,1.26,51.8,0.039,4.46,1.09,4.06,Medium,0,Fail,15.83,0,25.26,55.13,Operator_4,6.66,0.38,1
ECU_7283,Line_C,Packaging,176.57,1.15,79.14,0.081,4.69,1.27,3.78,High,2,Fail,10.51,3,33.31,67.02,Operator_1,2.51,0.11,1
ECU_7284,Line_C,Testing,258.29,0.99,74.54,0.075,4.41,1.16,1.47,High,0,Pass,14.63,2,20.65,41.05,Operator_13,7.94,0.32,1
ECU_7285,Line_B,Soldering,265.67,1.27,92.71,0.047,4.33,0.52,2.21,Low,0,Pass,17.23,0,33.96,67.27,Operator_13,6.08,0.15,1
ECU_7286,Line_A,Testing,239.33,0.86,75.49,0.078,3.03,0.36,1.93,Medium,1,Fail,12.3,3,29.82,58.65,Operator_1,2.0,0.87,0
ECU_7287,Line_A,Testing,239.25,1.37,87.05,0.024,4.41,1.27,3.88,High,1,Pass,8.49,3,28.64,48.35,Operator_4,2.35,0.72,0
ECU_7288,Line_B,Packaging,169.38,1.15,27.42,0.095,4.46,1.1,2.32,Medium,5,Pass,16.79,1,30.08,61.63,Operator_9,9.28,0.35,1
ECU_7289,Line_A,Packaging,207.0,0.91,72.31,0.075,3.85,0.14,1.04,Medium,3,Pass,6.14,3,30.01,55.99,Operator_2,7.31,0.96,1
ECU_7290,Line_A,Packaging,270.95,1.13,49.75,0.018,3.4,0.83,3.72,High,2,Fail,5.27,3,28.46,43.82,Operator_19,6.75,0.97,1
ECU_7291,Line_A,Testing,208.4,1.22,25.53,0.07,3.36,0.33,1.49,Low,4,Fail,9.81,2,25.98,31.42,Operator_14,3.18,0.56,1
ECU_7292,Line_B,Soldering,181.7,1.26,23.83,0.049,4.05,0.9,0.96,High,2,Pass,15.56,3,31.35,49.03,Operator_17,9.25,0.02,0
ECU_7293,Line_A,Packaging,214.14,1.13,87.69,0.03,4.78,1.36,3.81,Low,4,Pass,14.9,2,30.06,50.44,Operator_3,0.77,0.12,0
ECU_7294,Line_B,Assembly,289.48,1.02,55.01,0.067,3.03,0.81,0.5,Medium,0,Pass,14.06,0,27.5,43.28,Operator_19,4.88,0.03,1
ECU_7295,Line_A,Testing,239.3,0.82,82.61,0.015,3.51,1.19,4.11,High,1,Fail,10.39,1,25.11,48.95,Operator_4,2.4,0.93,1
ECU_7296,Line_C,Assembly,225.24,1.43,91.83,0.056,3.72,1.41,0.27,Low,4,Fail,16.13,1,33.44,48.24,Operator_16,1.76,0.84,0
ECU_7297,Line_B,Packaging,279.82,1.28,35.48,0.082,3.4,0.94,2.09,Low,5,Fail,18.09,0,23.29,48.69,Operator_1,0.51,0.59,1
ECU_7298,Line_A,Assembly,259.54,1.05,23.71,0.098,3.44,0.21,2.44,Medium,4,Fail,7.62,3,27.44,45.34,Operator_15,0.37,0.98,0
ECU_7299,Line_C,Testing,203.65,1.3,39.96,0.033,3.58,1.4,2.4,Medium,1,Pass,12.53,2,34.84,34.98,Operator_14,5.23,0.54,0
ECU_7300,Line_C,Assembly,168.03,1.04,80.25,0.026,4.96,0.84,3.29,Low,1,Pass,9.07,1,28.02,59.03,Operator_13,2.87,0.24,1
ECU_7301,Line_B,Soldering,277.11,1.25,40.65,0.089,4.14,0.13,0.94,Medium,0,Fail,15.05,2,25.6,48.38,Operator_12,1.84,0.97,1
ECU_7302,Line_B,Assembly,157.13,1.4,91.9,0.062,4.88,1.35,3.21,Medium,4,Fail,18.52,1,33.7,33.51,Operator_10,0.5,0.15,0
ECU_7303,Line_A,Assembly,224.53,1.1,35.92,0.089,4.55,0.64,0.32,Medium,0,Pass,6.95,2,20.59,43.81,Operator_9,8.5,0.52,0
ECU_7304,Line_C,Assembly,196.57,1.11,83.22,0.02,4.15,1.24,2.92,High,5,Pass,12.32,3,25.65,38.96,Operator_16,1.48,0.71,0
ECU_7305,Line_A,Packaging,207.03,1.15,46.21,0.042,4.57,1.17,4.67,Low,3,Pass,17.35,1,30.21,41.05,Operator_20,4.26,0.29,0
ECU_7306,Line_A,Testing,262.75,1.05,89.15,0.051,4.14,0.24,1.79,Low,3,Fail,9.41,0,30.95,48.32,Operator_13,6.31,0.62,1
